"Textstelle","CTH","Fundort","Dat","RefNr","Toponyms"
"KBo 19.31 I 5'",238,"T.I","jh.","(Bo 68/83)","Ḫatrawanda:oik"
"KBo 19.31 I 6'",238,"T.I","jh.","(Bo 68/83)","Ištiruwa:oik"
"KBo 19.31 I 7'",238,"T.I","jh.","(Bo 68/83)","Ḫala:oik"
"KBo 19.31 I 8'",238,"T.I","jh.","(Bo 68/83)","Atarḫui:oik"
"KBo 19.31 I 9'",238,"T.I","jh.","(Bo 68/83)","Kaptazumi[:oik"
"KBo 19.31 Rs. 3'",238,"T.I","jh.","(Bo 68/83)","Aru[:oik"
"KBo 19.31 Rs. 9'",238,"T.I","jh.","(Bo 68/83)","Tap[:oik"
"KBo 19.33 10'",819,"T.I","k.A.","(Bo 68/218)","KI (?):oik"
"KBo 19.33 11'",819,"T.I","k.A.","(Bo 68/218)","Sippar:hyd, Sippar:oik"
"KBo 19.33 12'",819,"T.I","k.A.","(Bo 68/218)","Marad:oik"
"KBo 19.33 13'",819,"T.I","k.A.","(Bo 68/218)","°D°NIN.SÚMUN:oik"
"KBo 19.33 14'",819,"T.I","k.A.","(Bo 68/218)","Eridu (?):oik"
"KBo 19.33 15'",819,"T.I","k.A.","(Bo 68/218)","°D°IŠTARAN.DI.KUD:oik"
"KBo 19.33 16'",819,"T.I","k.A.","(Bo 68/218)","°D°ILLAT:oik"
"KBo 19.33 2'",819,"T.I","k.A.","(Bo 68/218)","°D°NANNA:oik"
"KBo 19.33 3'",819,"T.I","k.A.","(Bo 68/218)","LUGAL:oik"
"KBo 19.33 4'",819,"T.I","k.A.","(Bo 68/218)","°D°ŠUL.GI:oik"
"KBo 19.33 5'",819,"T.I","k.A.","(Bo 68/218)","ŠUL.ḪI.A:oik"
"KBo 19.33 6'",819,"T.I","k.A.","(Bo 68/218)","KA (?):oik"
"KBo 19.33 7'",819,"T.I","k.A.","(Bo 68/218)","Elam:cho"
"KBo 19.33 8'",819,"T.I","k.A.","(Bo 68/218)","KIN.TI:oik"
"KBo 19.33 9'",819,"T.I","k.A.","(Bo 68/218)","°GIŠ°KIRI6.MAḪ:oik"
"KBo 19.36 I 1'",21,"T.I","jh.","(1573/u)","Ḫatti:cho"
"KBo 19.39 III 15 + KUB 8.81 III 16",41,"T.I","mh.","(400/u)","Ḫattuša:cho"
"KBo 19.44 Rs. 19",42,"T.I","jh.","(214/u)","Ḫattuša:cho"
"KBo 19.44 Rs. 22",42,"T.I","jh.","(214/u)","Ḫattuša:cho"
"KBo 19.44 Rs. 44 + KBo 22.40 Rs. 44",42,"T.I","jh.","(214/u)","Ḫayaša:cho"
"KBo 19.44 Rs. 45 + KBo 22.40 Rs. 45",42,"T.I","jh.","(214/u)","Ḫattuša:cho"
"KBo 19.44 Rs. 51",42,"T.I","jh.","(214/u)","Ḫayaša:cho"
"KBo 19.49 I? 7",40,"T.I","mh.?","(1494/z)","Allašša:oik"
"KBo 19.49 I? 8",40,"T.I","mh.?","(1494/z)","Allašša:oik"
"KBo 19.50 IV 3'",40,"T.I","jh.","(915/v)","Ḫarrana:cho"
"KBo 19.50 IV 5'",40,"T.I","jh.","(915/v)","Waššukanni:oik, Waššukanni:oik"
"KBo 19.51 IV 10'",40,"T.I","mh.?","(1494/z)","Ḫattuša:cho"
"KBo 19.51 IV 4'",40,"T.I","mh.?","(1494/z)","Ḫattuša:cho"
"KBo 19.52 2'",40,"T.I","jh.","(1466/z)","Išmirika:cho"
"KBo 19.52 4'",40,"T.I","jh.","(1466/z)","Irrita:cho"
"KBo 19.52 7'",40,"T.I","jh.","(1466/z)","Tupa:oik"
"KBo 19.52 9'",40,"T.I","jh.","(1466/z)","Tupa:oik"
"KBo 19.53 II? 4'",40,"T.I","mh.?","(889/z)","Tiwatašša:oro"
"KBo 19.53 III? 8'",40,"T.I","mh.?","(889/z)","Pitašša:cho"
"KBo 19.54 4'",40,"T.I","jh.","(Bo 68/207)","Šallapa:oik"
"KBo 19.54 8'",40,"T.I","jh.","(Bo 68/207)","Tawiniya:cho"
"KBo 19.54 IV 10'",40,"T.I","jh.","(Bo 68/207)","Ḫatti:cho"
"KBo 19.56 2'",213,"T.I","jh.","(259/w)","Karaḫna:cho"
"KBo 19.58 18'",268,"T.I","mh.","(984/z)","Arinna:cho, Ḫatti:cho, Zippalanda:oik"
"KBo 19.58 19'",268,"T.I","mh.","(984/z)","Liḫzina:oro, Nerik:hyd, Ḫalap:cho, Nerik:cho, Liḫzina:oik"
"KBo 19.62 2'",68,"T.I","sjh.","(360/u)","Šallapa:oik"
"KBo 19.68 3'",68,"T.I","jh.","(405/u)","Ḫatti:cho"
"KBo 19.68 9'",68,"T.I","jh.","(405/u)","Ḫatti:cho"
"KBo 19.70 III 18'",69,"T.I","jh.","(406/u)","Ḫattuša:cho"
"KBo 19.71 2'",69,"T.I","jh.","(406/u)","Ḫapalla:cho"
"KBo 19.76 I 11'",61,"T.I","jh.","(439/z)","Malazziya:cho"
"KBo 19.76 I 17'",61,"T.I","jh.","(439/z)","Šunupašši:oik"
"KBo 19.76 I 18'",61,"T.I","jh.","(439/z)","Malazziya:cho"
"KBo 19.76 I 20'",61,"T.I","jh.","(439/z)","Pittagalašša:oik"
"KBo 19.76 I 21'",61,"T.I","jh.","(439/z)","Malazziya:cho"
"KBo 19.76 I 29'",61,"T.I","jh.","(439/z)","Malazziya:cho"
"KBo 19.76 I 35'",61,"T.I","jh.","(439/z)","Malazziya:cho"
"KBo 19.76 I 36'",61,"T.I","jh.","(439/z)","Daššenatta:cho, Kataladuwa:oik"
"KBo 19.76 I 38'",61,"T.I","jh.","(439/z)","Malazziya:cho"
"KBo 19.76 I 45'",61,"T.I","jh.","(439/z)","Uppaššitta:oik"
"KBo 19.76 I 46'",61,"T.I","jh.","(439/z)","Arinna:cho"
"KBo 19.76 I 48'",61,"T.I","jh.","(439/z)","Kuišgani:oik"
"KBo 19.76 I 50'",61,"T.I","jh.","(439/z)","Kaška:cho"
"KBo 19.76 I 8'",61,"T.I","jh.","(439/z)","Kaška:cho"
"KBo 19.77 3'",61,"T.I","jh.","(172/u)","Urauna:oro, Urauna:oik"
"KBo 19.78 4'",214,"T.I","jh.","(1125/u)","Mira:cho"
"KBo 19.80 15'",214,"T.I","jh.","(1314/u)","Zumara(?):oik"
"KBo 19.82 lk. Rd.",215,"T.I","jh.","(212/u)","Arzawa:cho"
"KBo 19.83 Vs.? 5''",214,"T.I","sjh.","(691/u)","Aḫḫiyawa:cho"
"KBo 19.84 10'",70,"T.I","jh.","(1049/u)","Ḫattuša:cho"
"KBo 19.85 10'",70,"T.I","jh.","(1049/u)","Ḫurri:cho"
"KBo 19.86 Rs. 5'",215,"T.I","jh.","(1009/z)","Ḫuraḫna[:oik, Kattila:oik"
"KBo 19.86 Rs. 6'",215,"T.I","jh.","(1009/z)","Wattarwa:oik, Zaišwa:oik"
"KBo 19.86 Rs. 7'",215,"T.I","jh.","(1009/z)","Šakrida:oik"
"KBo 19.90 13'",13,"T.I","jh.","(662/v)","Mutamutašša:cho"
"KBo 19.90 6'",13,"T.I","jh.","(662/v)","Ḫurma:cho"
"KBo 19.90 7'",13,"T.I","jh.","(662/v)","Šukziya:oik"
"KBo 19.90 9'",13,"T.I","jh.","(662/v)","Lakkurišša:oik"
"KBo 19.91 5'",14,"T.I","jh.","(1486/u)","Ḫašši:oik"
"KBo 19.92 4'",3,"T.I","jh.","(1484/u)","Zalpa:cho"
"KBo 19.94 8'",39,"T.I","jh.","(983/z)","Ḫatti:cho"
"KBo 19.95 Vs. 10'",216,"T.I","k.A.","(Bo 68/29)","Ka[ (?):oik, Us[ (?):oik"
"KBo 19.95 Vs. 11'",216,"T.I","k.A.","(Bo 68/29)","Šarranḫapa (?):oik"
"KBo 19.95 Vs. 12'",216,"T.I","k.A.","(Bo 68/29)","Šu[ (?):oik"
"KBo 19.95 Vs. 13'",216,"T.I","k.A.","(Bo 68/29)","Šalatiwara:oik"
"KBo 19.95 Vs. 3'",216,"T.I","k.A.","(Bo 68/29)","Ḫattuša:cho"
"KBo 19.95 Vs. 4'",216,"T.I","k.A.","(Bo 68/29)","Ušša:cho"
"KBo 19.95 Vs. 5'",216,"T.I","k.A.","(Bo 68/29)","Ušša:cho"
"KBo 19.98b 5'",819,"T.I","mh.","(1202/z)","Ḫurri:cho"
"KBo 19.98c 8'",819,"T.I","mh.","(1202/z)","Agade:cho"
"KBo 19.98c 9'",819,"T.I","mh.","(1202/z)","Agade:cho"
"KBo 19.99a 3'",819,"Bk. A","mh.","(316/a)","Ḫurri:cho"
"KBo 2.1 I 28",527,"Ḫattuša","jh.","(Bo 1)","Marašša:oik"
"KBo 2.1 I 32",527,"Ḫattuša","jh.","(Bo 1)","Šuwara:oro"
"KBo 2.1 I 37",527,"Ḫattuša","jh.","(Bo 1)","Šuwara:oro"
"KBo 2.1 I 41",527,"Ḫattuša","jh.","(Bo 1)","Marašša:oik"
"KBo 2.1 II 10",527,"Ḫattuša","jh.","(Bo 1)","Awara:oro"
"KBo 2.1 II 16",527,"Ḫattuša","jh.","(Bo 1)","Šuruwa:oik"
"KBo 2.1 II 21",527,"Ḫattuša","jh.","(Bo 1)","Wattarwa:oik"
"KBo 2.1 II 25",527,"Ḫattuša","jh.","(Bo 1)","Wattarwa:oik"
"KBo 2.1 II 32",527,"Ḫattuša","jh.","(Bo 1)","Ḫaršalašša:oik"
"KBo 2.1 II 40",527,"Ḫattuša","jh.","(Bo 1)","Aššaratta:cho"
"KBo 2.1 II 9",527,"Ḫattuša","jh.","(Bo 1)","Šuruwa:oik"
"KBo 2.1 III 1",527,"Ḫattuša","jh.","(Bo 1)","Šarwalašši:oik"
"KBo 2.1 III 13",527,"Ḫattuša","jh.","(Bo 1)","Šaluwanta:oro, Šaluwanta:cho, Ḫaruwašša:oik"
"KBo 2.1 III 16",527,"Ḫattuša","jh.","(Bo 1)","Šaluwanta:oro, Šaluwanta:cho"
"KBo 2.1 III 20",527,"Ḫattuša","jh.","(Bo 1)","Šarpainta:oik"
"KBo 2.1 III 26",527,"Ḫattuša","jh.","(Bo 1)","Šuwara:oro, Maliyašša:oik"
"KBo 2.1 III 34",527,"Ḫattuša","jh.","(Bo 1)","Šuwara:oro, Ta[ ]wišta:oik"
"KBo 2.1 III 43",527,"Ḫattuša","jh.","(Bo 1)","Guršammašša:oik"
"KBo 2.1 III 7",527,"Ḫattuša","jh.","(Bo 1)","Parinta:oik"
"KBo 2.1 IV 1",527,"Ḫattuša","jh.","(Bo 1)","Šanantiya:oik"
"KBo 2.1 IV 15",527,"Ḫattuša","jh.","(Bo 1)","Šanantiya:oik"
"KBo 2.1 IV 17",527,"Ḫattuša","jh.","(Bo 1)","Šuwara:oro"
"KBo 2.1 IV 18",527,"Ḫattuša","jh.","(Bo 1)","Tarlipanta:oro"
"KBo 2.1 IV 5",527,"Ḫattuša","jh.","(Bo 1)","Šanantiya:oik"
"KBo 2.1 IV 6",527,"Ḫattuša","jh.","(Bo 1)","Šanantiya:oik"
"KBo 2.10 Vs. 5'",170,"Bk. E *","k.A.","(Bo 25)","Ḫatti:cho"
"KBo 2.10 Vs. 9'",170,"Bk. E *","k.A.","(Bo 25)","Ḫatti:cho"
"KBo 2.11 Rs. 10'",209,"Bk. E *","jh.","(Bo 13)","Ḫattuša:cho"
"KBo 2.11 Rs. 11'",209,"Bk. E *","jh.","(Bo 13)","Aḫḫiyawa:cho"
"KBo 2.11 Rs. 13'",209,"Bk. E *","jh.","(Bo 13)","Mizri:cho"
"KBo 2.11 Rs. 19'",209,"Bk. E *","jh.","(Bo 13)","Mizri:cho"
"KBo 2.11 Rs. 20",209,"Bk. E *","jh.","(Bo 13)","Tatašša:oik"
"KBo 2.11 Rs. 21'",209,"Bk. E *","jh.","(Bo 13)","Mizri:cho"
"KBo 2.11 Rs. 7'",209,"Bk. E *","jh.","(Bo 13)","Ḫattuša:cho, Mizri:cho"
"KBo 2.11 Vs. 4'",209,"Bk. E *","jh.","(Bo 13)","Ḫatti:cho"
"KBo 2.12 II 24'",635,"Bk. A","jh.","(26/e)","Katapa:cho, Šalampa:oik"
"KBo 2.12 II 25'",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 II 27'",635,"Bk. A","jh.","(26/e)","Šalampa:oik"
"KBo 2.12 II 30'",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 II 31'",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 II 35'",635,"Bk. A","jh.","(26/e)","Šalampa:oik"
"KBo 2.12 II 36'",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 II 37'",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 II 40'",635,"Bk. A","jh.","(26/e)","Ulušna:oik"
"KBo 2.12 II 6'",635,"Bk. A","jh.","(26/e)","Ḫattuša:cho"
"KBo 2.12 II 7'",635,"Bk. A","jh.","(26/e)","Zippalanda:oik"
"KBo 2.12 V 14",635,"Bk. A","jh.","(26/e)","Zippalanda:oik"
"KBo 2.12 V 16",635,"Bk. A","jh.","(26/e)","Šalampa:oik"
"KBo 2.12 V 19",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 V 22",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 V 25",635,"Bk. A","jh.","(26/e)","Šalampa:oik"
"KBo 2.12 V 28",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 V 3",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 V 31",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 V 34",635,"Bk. A","jh.","(26/e)","Šalampa:oik"
"KBo 2.12 V 37",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 V 40",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 V 6",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 VI 1'",635,"Bk. A","jh.","(26/e)","Katapa:cho"
"KBo 2.12 VI 5'",635,"Bk. A","jh.","(26/e)","Kartapaḫa:oik"
"KBo 2.12 VI 9'",635,"Bk. A","jh.","(26/e)","Ulušna:oik"
"KBo 2.13 Rs. 12'",528,"Bk. E *","jh.","(Bo 28)","Panišša:oik"
"KBo 2.13 Rs. 13'",528,"Bk. E *","jh.","(Bo 28)","Mamnanta:cho"
"KBo 2.13 Rs. 14'",528,"Bk. E *","jh.","(Bo 28)","Laršiliya:oik"
"KBo 2.13 Rs. 2'",528,"Bk. E *","jh.","(Bo 28)","Piškarana:oro, Arinna:cho"
"KBo 2.13 Rs. 5'",528,"Bk. E *","jh.","(Bo 28)","Piškarana:oro"
"KBo 2.13 Vs. 1",528,"Bk. E *","jh.","(Bo 28)","Kilinuna:oro"
"KBo 2.13 Vs. 14",528,"Bk. E *","jh.","(Bo 28)","Kilinuna:oro"
"KBo 2.13 Vs. 2",528,"Bk. E *","jh.","(Bo 28)","Kilinuna:oro"
"KBo 2.13 Vs. 21",528,"Bk. E *","jh.","(Bo 28)","Arnuwanta:oro, Mamnanta:cho"
"KBo 2.13 Vs. 22",528,"Bk. E *","jh.","(Bo 28)","Ḫarranašša:oro, Ḫarga:oro, Šigaššiga:hyd, Ḫarranašša:cho"
"KBo 2.13 Vs. 24",528,"Bk. E *","jh.","(Bo 28)","Ḫalwanna:oro"
"KBo 2.13 Vs. 25",528,"Bk. E *","jh.","(Bo 28)","Arnuwanta:oro"
"KBo 2.13 Vs. 26",528,"Bk. E *","jh.","(Bo 28)","Arnuwanta:oro, Ḫarranašša:oro, Ḫarga:oro, Ḫarranašša:cho"
"KBo 2.13 Vs. 28",528,"Bk. E *","jh.","(Bo 28)","Ḫalwanna:oro"
"KBo 2.13 Vs. 3",528,"Bk. E *","jh.","(Bo 28)","Kinkališa:oro"
"KBo 2.13 Vs. 5",528,"Bk. E *","jh.","(Bo 28)","Kinkališa:oro"
"KBo 2.14 Vs. III 20",638,"Bk. E *","jh.","(Bo 48)","Ḫatti:cho"
"KBo 2.15 I 2",626,"HaH","jh.","(855/u)","Taḫurpa:oik"
"KBo 2.15 II 1",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 11",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 13",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 15",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 17",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 19",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 21",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 3",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 II 5",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 V 10'",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 V 14'",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 Vs. III 13",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.15 Vs. III 7",626,"HaH","jh.","(855/u)","Arinna:cho"
"KBo 2.16 Vs. 1",527,"Bk. E *","jh.","(Bo 27)","Šuranḫapa:oik"
"KBo 2.16 Vs. 14",527,"Bk. E *","jh.","(Bo 27)","Šuwara:oro"
"KBo 2.16 Vs. 4",527,"Bk. E *","jh.","(Bo 27)","Maliya:hyd"
"KBo 2.16 Vs. 7",527,"Bk. E *","jh.","(Bo 27)","Šuwara:oro"
"KBo 2.17 Vs. 4",670,"Bk. E *","jh.","(Bo 37)","Katapa:cho"
"KBo 2.17 Vs. 5",670,"Bk. E *","jh.","(Bo 37)","Šaḫpina:oik"
"KBo 2.17 Vs. 7",670,"Bk. E *","jh.","(Bo 37)","Puškurunuwa:oro"
"KBo 2.17 Vs. 8",670,"Bk. E *","jh.","(Bo 37)","Zippalanda:oik"
"KBo 2.17 Vs. 9",670,"Bk. E *","jh.","(Bo 37)","Katapa:cho"
"KBo 2.18 Vs. 20",787,"Bk. E *","sjh.","(Bo 26)","Nanni:oro"
"KBo 2.18 Vs. 20'",787,"Bk. E *","sjh.","(Bo 26)","Ḫazzi:oro"
"KBo 2.19 Rs. 10'",533,"Bk. E *","jh.","(Bo 21)","Agade:cho"
"KBo 2.19 Rs. 4’",533,"Bk. E *","jh.","(Bo 21)","Elam:cho"
"KBo 2.19 Rs. 8'",533,"Bk. E *","jh.","(Bo 21)","Amurru:cho"
"KBo 2.2 I 1",577,"Bk. E *","jh.","(Bo 2)","Nerik:hyd, Nerik:cho"
"KBo 2.2 I 13",577,"Bk. E *","jh.","(Bo 2)","Nerik:hyd, Nerik:cho"
"KBo 2.2 I 6",577,"Bk. E *","jh.","(Bo 2)","Nerik:hyd, Nerik:cho"
"KBo 2.2 II 13",577,"Bk. E *","jh.","(Bo 2)","Ḫatti:cho"
"KBo 2.2 II 23",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 29",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 31",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 33",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 39",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 43",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 50",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 51",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 II 54",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho, Ḫatti:cho"
"KBo 2.2 III 10",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 III 13",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 III 2",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 III 30",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.2 III 6",577,"Bk. E *","jh.","(Bo 2)","Arinna:cho"
"KBo 2.20 I 13",470,"Bk. E *","jh.","(Bo 22)","Ḫalap:cho"
"KBo 2.3 I 1",404,"HaH","jh.","(709/t)","Kizzuwatna:cho"
"KBo 2.3 IV 14",404,"HaH","jh.","(709/t)","Kummanni:cho"
"KBo 2.31 Rs.! 1'",235,"Bk. E *","jh.","(Bo 31)","Tašta:oik"
"KBo 2.31 Rs.! 14'",235,"Bk. E *","jh.","(Bo 31)","Paršananḫila:oik"
"KBo 2.31 Rs.! 15'",235,"Bk. E *","jh.","(Bo 31)","Kataḫḫa:oik"
"KBo 2.31 Rs.! 16'",235,"Bk. E *","jh.","(Bo 31)","Ḫaḫaliya:oik"
"KBo 2.31 Rs.! 17'",235,"Bk. E *","jh.","(Bo 31)","Šantašara:oik"
"KBo 2.31 Rs.! 18'",235,"Bk. E *","jh.","(Bo 31)","Tiwaliya:oik"
"KBo 2.31 Rs.! 19'",235,"Bk. E *","jh.","(Bo 31)","Ḫapartuna:oik"
"KBo 2.31 Rs.! 2'",235,"Bk. E *","jh.","(Bo 31)","Tuḫašiya:oik"
"KBo 2.31 Rs.! 20'",235,"Bk. E *","jh.","(Bo 31)","Taḫantariya:oik"
"KBo 2.31 Rs.! 21'",235,"Bk. E *","jh.","(Bo 31)","Wanipa:oik"
"KBo 2.31 Rs.! 22'",235,"Bk. E *","jh.","(Bo 31)","Mita:oik"
"KBo 2.31 Rs.! 23'",235,"Bk. E *","jh.","(Bo 31)","Paršananziya:oik"
"KBo 2.31 Rs.! 3'",235,"Bk. E *","jh.","(Bo 31)","Šanukita:oik"
"KBo 2.31 Rs.! 4'",235,"Bk. E *","jh.","(Bo 31)","Tupizzalma:oik"
"KBo 2.31 Rs.! 6'",235,"Bk. E *","jh.","(Bo 31)","Kartapaḫa:oik"
"KBo 2.31 Vs.! 10'",235,"Bk. E *","jh.","(Bo 31)","Impaziya:oik"
"KBo 2.31 Vs.! 11'",235,"Bk. E *","jh.","(Bo 31)","Ḫamanta:oik"
"KBo 2.31 Vs.! 12'",235,"Bk. E *","jh.","(Bo 31)","Išḫinparla:oik"
"KBo 2.31 Vs.! 13'",235,"Bk. E *","jh.","(Bo 31)","Zilputta:oik"
"KBo 2.31 Vs.! 14'",235,"Bk. E *","jh.","(Bo 31)","Tataniya:oik"
"KBo 2.31 Vs.! 15'",235,"Bk. E *","jh.","(Bo 31)","Kanawiya:oik"
"KBo 2.31 Vs.! 16'",235,"Bk. E *","jh.","(Bo 31)","Tapilu:oik"
"KBo 2.31 Vs.! 17'",235,"Bk. E *","jh.","(Bo 31)","Taḫapina:oik"
"KBo 2.31 Vs.! 18'",235,"Bk. E *","jh.","(Bo 31)","Kalwadda:oik"
"KBo 2.31 Vs.! 3'",235,"Bk. E *","jh.","(Bo 31)","Ḫamaḫula:oik"
"KBo 2.31 Vs.! 5'",235,"Bk. E *","jh.","(Bo 31)","Katapa:cho"
"KBo 2.31 Vs.! 6'",235,"Bk. E *","jh.","(Bo 31)","Šalma:oik"
"KBo 2.31 Vs.! 7'",235,"Bk. E *","jh.","(Bo 31)","Ankulla:oik"
"KBo 2.31 Vs.! 8'",235,"Bk. E *","jh.","(Bo 31)","Ḫapzišna:oik"
"KBo 2.31 Vs.! 9'",235,"Bk. E *","jh.","(Bo 31)","Pipišnawa:oik"
"KBo 2.34 1'",666,"Bk. E *","sjh.","(Bo 42)","Arinna:cho"
"KBo 2.34 2'",666,"Bk. E *","sjh.","(Bo 42)","Ḫatti:cho"
"KBo 2.34 4'",666,"Bk. E *","sjh.","(Bo 42)","Ḫatti:cho"
"KBo 2.34 6'",666,"Bk. E *","sjh.","(Bo 42)","Ḫatti:cho"
"KBo 2.34 8'",666,"Bk. E *","sjh.","(Bo 42)","Ḫatti:cho"
"KBo 2.36 Vs. 10'",716,"Bk. A","sjh.","(22/k)","Ugarit:cho"
"KBo 2.36 Vs. 11'",716,"Bk. A","sjh.","(22/k)","Dunanapa:cho"
"KBo 2.36 Vs. 12'",716,"Bk. A","sjh.","(22/k)","Kattanna:cho"
"KBo 2.36 Vs. 13'",716,"Bk. A","sjh.","(22/k)","Kinaḫḫa:cho"
"KBo 2.36 Vs. 14'",716,"Bk. A","sjh.","(22/k)","Zituna:cho"
"KBo 2.36 Vs. 15'",716,"Bk. A","sjh.","(22/k)","Nuḫašše:cho"
"KBo 2.36 Vs. 16'",716,"Bk. A","sjh.","(22/k)","Arrapḫa:cho"
"KBo 2.36 Vs. 4'",716,"Bk. A","sjh.","(22/k)","Niniwa:cho"
"KBo 2.36 Vs. 5'",716,"Bk. A","sjh.","(22/k)","Rimuš:oik"
"KBo 2.36 Vs. 6'",716,"Bk. A","sjh.","(22/k)","Dunta:oik"
"KBo 2.36 Vs. 7'",716,"Bk. A","sjh.","(22/k)","Mitanni:cho"
"KBo 2.36 Vs. 8'",716,"Bk. A","sjh.","(22/k)","Kinza:cho"
"KBo 2.36 Vs. 9'",716,"Bk. A","sjh.","(22/k)","Tunip:cho"
"KBo 2.38 r. Kol. 3'",682,"Bk. E *","sjh.","(Bo 45)","Tutḫaliya:oro, Tutḫaliya:oik"
"KBo 2.4 I 11",672,"Bk. E *","jh.","(Bo 4)","Ḫaḫarwa:oro"
"KBo 2.4 I 15",672,"Bk. E *","jh.","(Bo 4)","Ḫatti:cho"
"KBo 2.4 I 25",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 I 30",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 I 4",672,"Bk. E *","jh.","(Bo 4)","Ḫatti:cho"
"KBo 2.4 I 9",672,"Bk. E *","jh.","(Bo 4)","Ḫatti:cho"
"KBo 2.4 II 10",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 II 34",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 II 36",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 II 5",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 III 10'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 III 12'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 III 8'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 III 9'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 IV 14'",672,"Bk. E *","jh.","(Bo 4)","Ḫatti:cho"
"KBo 2.4 IV 16'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 IV 19'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 IV 22'",672,"Bk. E *","jh.","(Bo 4)","Nerik:hyd, Nerik:cho"
"KBo 2.4 IV 36",672,"Bk. E *","jh.","(Bo 4)","Ḫawarkina:cho"
"KBo 2.4 IV 36'",672,"Bk. E *","jh.","(Bo 4)","Ḫakmiš:cho"
"KBo 2.4 IV 37'",672,"Bk. E *","jh.","(Bo 4)","Ḫattena:cho"
"KBo 2.5 I 1",61,"Bk. E","jh.","(1766/c)","Šunupašši:oik"
"KBo 2.5 I 11",61,"Bk. E","jh.","(1766/c)","Ḫattuša:cho"
"KBo 2.5 I 12",61,"Bk. E","jh.","(1766/c)","Pittalaḫša:oik"
