"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"Bk. A","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
"<U+02F9>URU<U+02FA>","zi-ip-l[a-","","DAAM 1.41 I 16",0,"","k.A.","()","Zippalanda"
