"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"URU","<U+1E2B>a-at-ti","","KUB 21.1 IV 14",76,"T.I","jh.","(1382/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KUB 21.1 IV 25",76,"T.I","jh.","(1382/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 21.1 IV 40",76,"T.I","jh.","(1382/u)","<U+1E2A>atti"
"URU","KÙ.BA[BBAR","","KBo 50.124 r. Kol. 3'",76,"T.I","jh.","(1382/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti-ma","","KBo 50.124 r. Kol. 5' + KBo 50.212 6'",76,"T.I","jh.","(1382/u)","<U+1E2A>atti"
"<U+2E22>KUR<U+2E23> <U+2E22>URU<U+2E23>","<U+2E22><U+1E2B>a-at-ti<U+2E23>","","KUB 21.5 I 1",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR URU","KÙ.BABBAR-ti","","KUB 21.5 I 5",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KUB 21.5 I 7",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 21.5 I 8",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-[","","KUB 21.5 III 49",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 21.5 III 50",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 21.5 III 61",76,"T.I","jh.","(1204/u)","<U+1E2A>atti"
"KUR","<U+1E2B>at-ti-ya","","KUB 19.5 Vs. 3",191,"T.I","jh.","(1481/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 14.4 I 10'",70,"T.I","jh.","(1049/u)","<U+1E2A>atti"
"br.","]-ti","","KUB 14.4 I 17'",70,"T.I","jh.","(1049/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 14.4 I 7'",70,"T.I","jh.","(1049/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti-ma-wa-za","","KUB 14.4 IV 27",70,"T.I","jh.","(1049/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-a[t-","","KBo 19.94 8'",39,"T.I","jh.","(983/z)","<U+1E2A>atti"
"URU","<U+1E2B>at-ti","","KBo 19.128 VI 35'",625,"T.I","jh.","(Bo 68/55)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 59.16 III 9",650,"Bk. A","jh.","(611/c)","<U+1E2A>atti"
"URU","<U+1E2B>[a-","","KBo 20.76 Rs. 12'",621,"Bk. A","mh.","(162/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-te-ni-pí-na","","KBo 20.109 Rs. 9",704,"T.I","jh.","(2031/g)","<U+1E2A>atti"
"br.","<U+1E2B>]a-[a]t-ti","","KBo 21.1 I 1",409,"Bk. A","jh.","(36/a)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 21.48 Vs.? 13'",716,"Bk. C","mh.","(660/f)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KBo 21.48 Vs.? 2'",716,"Bk. C","mh.","(660/f)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti-ma-za","","KBo 21.48 Vs.? 7'",716,"Bk. C","mh.","(660/f)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 21.48 Vs.? 9'",716,"Bk. C","mh.","(660/f)","<U+1E2A>atti"
"[UR]U","<U+1E2B>a-at-ti","","KBo 21.82 IV 14'",734,"Bk. A","mh.","(441/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 21.82 IV 21'",734,"Bk. A","mh.","(441/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 8.97 10'",683,"Bk. A","mh.","(402/d)","<U+1E2A>atti"
"br.","-a]t-ti","","KUB 23.28 I 15'",14,"T.I","sjh.","(Bo 69/422)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 19.11 I 8'",40,"T.I *","jh.","(14/p)","<U+1E2A>atti"
"[KU]R URU","<U+1E2B>a-[","","KBo 22.14 3'",215,"T.I","k.A.","(Bo 69/357)","<U+1E2A>atti"
"[U]RU","<U+1E2B>a-[","","KBo 22.14 7'",215,"T.I","k.A.","(Bo 69/357)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KBo 22.18 I 2",214,"T.I","jh.","(Bo 68/249)","<U+1E2A>atti"
"[UR]U","<U+1E2B>a-at-ti","","KBo 22.18 I 4",214,"T.I","jh.","(Bo 68/249)","<U+1E2A>atti"
"KUR URU","<U+1E2B>at-ti","","KBo 22.18 I 5",214,"T.I","jh.","(Bo 68/249)","<U+1E2A>atti"
"KUR","KÙ.BABBAR-ti","","KBo 22.54 Vs. 7'",215,"T.I","mh.?","(Bo 69/405)","<U+1E2A>atti"
"URU","KÙ.BABBAR-ti","","KUB 26.43 Rs. 18",225,"T.I","jh.","(Bo 68/24)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 26.43 Rs. 35",225,"T.I","jh.","(Bo 68/24)","<U+1E2A>atti"
"KUR URU","<U+1E2B>at-ti","","KUB 26.43 Vs. 2",225,"T.I","jh.","(Bo 68/24)","<U+1E2A>atti"
"KUR URU","KÙ.BABBAR-ti","","KUB 26.43 Vs. 3",225,"T.I","jh.","(Bo 68/24)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.2 I 39'",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.2 I 42'",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.2 I 42'",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 6.2 I 43'",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 6.2 I 46'",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.2 I 5'",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.2 III 16",291,"T.I","ah.","(1195/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.3 I 10",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 6.3 I 12",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 6.3 I 51",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 6.3 I 54",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.3 I 50",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-t[i","","KBo 6.3 I 50",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 6.3 III 19",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-[","","KBo 22.129 Rs. 8'",428,"T.I","mh.","(Bo 69/46)","<U+1E2A>atti"
"[U]RU","<U+1E2B>a-at-ti","","KBo 22.132 2'",140,"T.I","mh.","(Bo 69/89)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 26.20 7'",140,"T.I","mh.","(Bo 69/89)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 40.31 Rs.? 10'",140,"T.I","mh.","(Bo 69/89)","<U+1E2A>atti"
"br.","]-ti","","KUB 40.31 Rs.? 5'",140,"T.I","mh.","(Bo 69/89)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-te-ni-wee-na","","KBo 22.180 IV 12",706,"T.I","jh.","(Bo 68/65)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KBo 22.185 I 8'",744,"T.I","mh.?","(972/z)","<U+1E2A>atti"
"KUR","<U+1E2B>at-ti","","KBo 22.264 I 4'",577,"T.I","sjh.","(Bo 68/97)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 22.264 II 14'",577,"T.I","sjh.","(Bo 68/97)","<U+1E2A>atti"
"—","<U+1E2B>at-ti-ma-aš","","KBo 22.264 IV 2",577,"T.I","sjh.","(Bo 68/97)","<U+1E2A>atti"
"br.","-a]t-tu-u<U+1E2B>-<U+1E2B>i-na-a-ma","","KUB 32.26 II 28'",778,"Bk. A","mh.?","(2542/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 23.52 II 6'",670,"Bk. A","mh.","(187/b)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti-ne-wii-na","","KUB 32.84 IV? 16'",704,"Bk. A","mh.","(1328/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-te-ni-wii-na","","KBo 23.67 II 7'",704,"Bk. A","mh.","(1328/c)","<U+1E2A>atti"
"[UR]U","<U+1E2B>a-at-ti","","KBo 23.90 Rs. 3'",470,"Bk. E","jh.","(15/n)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 23.92 III 13'",666,"Bk. A","mh.","(444/c)","<U+1E2A>atti"
"br.","K]Ù.BABBAR-ti","","KBo 23.97 Rs. 20'",639,"Bk. D","jh.","(430/e)","<U+1E2A>atti"
"br.","]-at-ti-ni-wee-na","","KUB 47.77",704,"Bk. A","mh.","(527/b)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti-ya","","KBo 24.93 III 26",669,"Bk. A","sjh.","(2431/c)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KBo 24.107 Vs. 16'",670,"Bk. A","jh.","(2370/c)","<U+1E2A>atti"
"KUR URU","KÙ.BABBAR-ti","","KBo 24.128 Vs. 6'",570,"Bk. E","jh.","(2150/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-[","","KBo 25.18 I 10'",627,"Bk. C","jh.","(31/f)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 25.42 lk. Kol. 6'",649,"Bk. A","jh.","(526/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti[","","KBo 25.49 r. Kol. 11'",649,"Bk. A","mh.","(887/c)","<U+1E2A>atti"
"URU","<U+1E2B>at-ti","","KBo 25.78 2'",832,"Bk. A","jh.","(1804/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti-kán","","KBo 26.88 I 3'",346,"T.I","jh.","(1374/u)","<U+1E2A>atti"
"br.","-a]t-ti","","KUB 1.5 I 33",81,"T.I","jh.","(1119/v)","<U+1E2A>atti"
"br.","-a]t-ti","","KUB 1.5 I 34",81,"T.I","jh.","(1119/v)","<U+1E2A>atti"
"KUR.KUR<U+1E2A>I.AURU","<U+1E2B>a-[","","KUB 2.11 3''",81,"T.I","jh.","(1119/v)","<U+1E2A>atti"
"URU","KÙ.BABBAR-ti[","","KUB 2.11 9'",81,"T.I","jh.","(1119/v)","<U+1E2A>atti"
"[UR]U","<U+1E2B>a-at-ti","","KBo 26.138 6'",370,"HaH","jh.","(110/s)","<U+1E2A>atti"
"URU","<U+1E2B>at-ti","","KBo 26.166 II 15'",698,"HaH","jh.","(83/u)","<U+1E2A>atti"
"URU","<U+1E2B>at-[","","KBo 26.172 4'",530,"HaH","jh.","(710/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>at-ti","","KBo 27.12 II? 5'",427,"Unterstadt","sjh.","(Bo 77/77)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 27.42 II 50",627,"Unterstadt","jh.","(Bo 73/323)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 27.42 II 50",627,"Unterstadt","jh.","(Bo 73/323)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-tu-<U+1E2B>i-ni-ta","","KUB 12.44 II 15'",392,"HaH","sjh.","(266/s)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-tu-<U+1E2B>i-ni-pa","","KUB 12.44 II 17'",392,"HaH","sjh.","(266/s)","<U+1E2A>atti"
"[U]RU","<U+1E2B>at-ti","","KBo 27.147 18",490,"T.I","jh.","(1926/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-te-ni-wii-[","","KBo 27.195 r. Kol. 10'",704,"T.I","jh.","(Bo 73/38)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-te-ni-w[ii-","","KBo 27.195 Vs.? r. Kol. 10'",704,"T.I","jh.","(Bo 73/38)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","ABoT 1.59 Vs. 3",163,"Bk. A","k.A.","(132/e)","<U+1E2A>atti"
"KUR","<U+1E2B>[a-","","KUB 3.42 Rs. 11'",163,"Bk. D","k.A.","(395/i)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KUB 3.42 Rs. 8'",163,"Bk. D","k.A.","(395/i)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KBo 28.23 Rs. 46",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KBo 28.23 Rs. 47",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Rs. 51",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"br.","-a]t-ti","","KBo 28.23 Rs. 54",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"br.","]-ti","","KBo 28.23 Rs. 58",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Rs. 64",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Rs. 65",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Rs. 67",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Rs. 70",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Vs. 3",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.23 Vs. 8",158,"Bk. A","k.A.","(1965/c)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.30 Vs. 5",163,"Bk. C","k.A.","(652/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-[","","KBo 28.32 Vs. 4'",162,"Bk. D","k.A.","(403/w)","<U+1E2A>atti"
"br.","-a]t-ti","","KBo 28.33 7'",163,"Bk. D","k.A.","(297/i)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.33 8'",163,"Bk. D","k.A.","(297/i)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-t[i","","KUB 3.126 Vs. 12'",163,"Bk. E *","k.A.","(353/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-a[t-","","KUB 3.43 Rs. 3'",163,"Bk. E *","k.A.","(353/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.47 Vs. 5",169,"Bk. D","k.A.","(17/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.47 Vs. 8",169,"Bk. D","k.A.","(17/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.47 Vs. 9",169,"Bk. D","k.A.","(17/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.48 Vs. 14",170,"T.I","k.A.","(301/u)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-t[i","","KBo 28.48 Vs. 20",170,"T.I","k.A.","(301/u)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.50 Vs. 3",168,"Bk. D","k.A.","(426/w)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-te","","KBo 28.59 Vs. 2",187,"Bk. C","mA","(685/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-te[","","KBo 28.60 3'",208,"Bk. E","mA","(85/r)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-te","","KBo 28.62 Vs. 25'",208,"Bk. B","mA","(144/d)","<U+1E2A>atti"
"br.","<U+1E2B>]a-[a]t-te","","KBo 28.79 Vs. 1'",208,"Bk. A","k.A.","(230/e)","<U+1E2A>atti"
"KURat","<U+1E2B>a-at-t[e]-e","","KBo 28.82 Vs. 4",208,"Bk. C","k.A.","(613/f)","<U+1E2A>atti"
"br.","<U+1E2B>]a-a[t-","","ABoT 2.2 Vs. 6'",53,"T.I","k.A.","(568/v)","<U+1E2A>atti"
"<U+02F9>KUR<U+02FA> [UR]U","<U+1E2B>a-a[t-","","KUB 3.13 1'",29,"T.I","mh.","(170/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 3.13 4' + KBo 28.108 5'",29,"T.I","mh.","(170/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 3.13 6'",29,"T.I","mh.","(170/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KBo 28.108 18'",29,"T.I","mh.","(170/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 28.110 Rs. 80''",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 28.110 Rs. 80''",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 28.110 Rs. 82''",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KBo 28.110 Vs. 10'",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 28.110 Vs. 23'",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"K[UR] URU","<U+1E2B>a-at-ti","","KBo 28.110 Vs. 4'",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ta","","KBo 28.110 Vs. 6'",41,"Bk. A","mh.","(106/a)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti-ma[","","KBo 28.113 Vs.? 13'",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"[K]UR URU","<U+1E2B>a-at-ti","","KBo 28.113 Vs.? 16'",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 3.1b Rs. 13'",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"br.","-a]t-ti","","KUB 3.1b Vs. 19'",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 3.1d 5'",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"K]UR URU","<U+1E2B>a-at-t[i","","KUB 3.1c Vs. 11'",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"br.","-a]t-ti","","ABoT 2.1 Vs. 49",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-[","","VBoT 104 5",51,"T.I","k.A.","(535/u)","<U+1E2A>atti"
"br.","]-at-[t]i-","","KUB 3.121 Rs. 2",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KUB 3.121 Rs. 9",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-[","","KUB 3.121 Rs. 11",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"br.","]-at-ti","","KUB 3.121 Rs. 16",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KUB 3.121 Rs. 27",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 10",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 12",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 15",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"[KU]R","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 18",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 19",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 2",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 20",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 21",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 22",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 23",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-a[t-","","KBo 1.7 Vs. 25",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-a[t-","","KBo 1.7 Vs. 27",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"br.","<U+1E2B>]a-at-ti","","KBo 1.7 Vs. 28",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"br.","-a]t-ti","","KBo 1.7 Vs. 30",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 31",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 35",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 38",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 40",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 42",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 6",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 7",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 9",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"[KU[R","<U+1E2B>a-at-ti","","KBo 1.7 Vs. 35",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>[a-","","KBo 1.7 Vs. 44",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR","<U+1E2B>a-a[t-","","KBo 28.115 Vs. 3'",91,"Bk. E","sjh.","(81/f)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-t[i","","KBo 1.8 Rs. 10",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KBo 1.8 Rs. 19'",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-a[t-","","KBo 1.8 Rs. 2'",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 1.8 Vs. 13",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+2E22><U+1E2B>a-at-ti<U+2E23>","","KBo 1.8 Vs. 2",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 1.8 Vs. 32",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 1.8 Vs. 33",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 1.8 Vs. 36",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"br.","<U+1E2B>]a-<U+2E22>at-ti<U+2E23>","","KBo 1.8 Vs. 43",92,"T.I","jh.","(408/u)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KUB 3.89 I 6'",19,"Bk. D","k.A.","(223/g)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KBo 28.125 15'",187,"Bk. A","k.A.","(259/e)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 30.20 III 10'",627,"Bk. A","mh.?","(354/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti-li","","KBo 30.69 IV 10'",616,"Unterstadt","jh.","(229/p)","<U+1E2A>atti"
"br.","-a]t-ti","","KBo 30.107 10'",666,"---","jh.","(91/a)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-[","","KBo 30.107 9'",666,"---","jh.","(91/a)","<U+1E2A>atti"
"URU","<U+1E2B>a-a[t-","","KBo 30.98 II? 4'",626,"Bk. A","jh.","(639/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 25.41 4",649,"Bk. A","mh.","(575/b)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-t[i","","KBo 30.183 8'",790,"Bk. A","jh.","(52/a)","<U+1E2A>atti"
"KUR","<U+1E2B>a-at-ti","","KUB 30.42 IV 17'",276,"Bk. A","jh.","(404/b)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 31.39 3'",283,"Bk. B","k.A.","(264/n)","<U+1E2A>atti"
"KUR URU","<U+1E2B>a-at-ti","","KBo 31.40 Vs. 1",170,"Bk. K","mh.","(Bo 92/129)","<U+1E2A>atti"
"KUR URU","<U+1E2B>at-ti","","KUB 33.39 IV 6",334,"Bk. A","jh.","(374/f)","<U+1E2A>atti"
"br.","<U+1E2B>a-at-ti-li-iš","","KBo 31.203 lk. Kol. 5",670,"Bk. A","jh.","(389/d)","<U+1E2A>atti"
"br.","]-ti","KI","KBo 32.185 Rs. 11",222,"T.VIII","mh.","(Bo 84/465)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KBo 32.185 Vs. 17",222,"T.VIII","mh.","(Bo 84/465)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-ti","","KUB 32.22 Vs. 7",778,"Bk. A","mh.","(1207/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-t[i]-ni-im-ma","","KBo 33.4 Vs. 12 + KBo 35.241 Vs. 5'",778,"Bk. A","mh.","(1207/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-[","","KBo 33.4 Vs. 25",778,"Bk. A","mh.","(1207/c)","<U+1E2A>atti"
"URU","<U+1E2B>a-at-[","","KBo 33.4 Vs. 28",778,"Bk. A","mh.","(1207/c)","<U+1E2A>atti"
