"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"KUR ÍD","GAM-ta",NA,"KUB 42.103 III 6",698,"<U+1E2A>attuša","sjh.","(Bo 241)","GAM-ta"
"KUR URU","GÚ.ŠÚ.A",NA,"KBo 3.13 Vs. 9'",311,"<U+1E2A>attuša","jh.","(VAT 13009)","GÚ.ŠÚ.A"
"KUR","UGU-ya-mu",NA,"KUB 1.1 I 26",81,"T.I","jh.","(1304/u)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 1.1 I 27",81,"T.I","jh.","(1304/u)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 1.1 IV 3",81,"T.I","jh.","(1304/u)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 1.1 IV 4",81,"T.I","jh.","(1304/u)","KUR UGU"
"KUR","AN.TA",NA,"KUB 1.10 III 18'",81,"T.I","sjh.","(1513/u)","KUR UGU"
"KUR","AN.TA",NA,"KUB 1.10 III 20'",81,"T.I","sjh.","(1513/u)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 1.4 III 47",81,"T.I","jh.","(674/v)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 1.4 III 48",81,"T.I","jh.","(674/v)","KUR UGU"
"KUR URU","UGU-TI-ya-mu",NA,"KBo 3.6 I 22",81,"T.I","jh.","(674/v)","KUR UGU"
"KUR URU","UGU-TI",NA,"KBo 3.6 I 23",81,"T.I","jh.","(674/v)","KUR UGU"
"KUR","UGU",NA,"HKM 18 18",186,"Masat","mh.","(Mst. 75/61)","KUR UGU"
"KUR","UGU-TIM",NA,"HKM 42 8'",186,"Masat","mh.","(Mst. 75/26)","KUR UGU"
"KUR","UGU",NA,"HKM 71 26",190,"Masat","mh.","(Mst. 75/111)","KUR UGU"
"KUR","UGU-TIM",NA,"HKM 96 17'",188,"Masat","mh.","(Mst. 75/79)","KUR UGU"
"KUR","UGU-TIM",NA,"HKM 96 21'",188,"Masat","mh.","(Mst. 75/79)","KUR UGU"
"KUR","UGU",NA,"HKM 96 4'",188,"Masat","mh.","(Mst. 75/79)","KUR UGU"
"KUR","UGU",NA,"HKM 106 3",245,"Masat","mh.?","(Mst. 75/92)","KUR UGU"
"[K]UR URU","_I-LI-TI",NA,"KUB 40.107 Rs. 20'",682,"<U+1E2A>attuša","jh.","(Bo 1146)","KUR UGU"
"KUR","UG[U]",NA,"KBo 6.4 lk. Rd. 3",291,"T.I *","jh.","(Bo 2094)","KUR UGU"
"[UR]U","UGU-TI",NA,"KBo 11.40 VI 5'",682,"Bk. K","jh.","(173/p)","KUR UGU"
"KUR","UGU",NA,"KBo 13.76 Rs. 9'",572,"HaH","sjh.","(556/t)","KUR UGU"
"KUR","UGU-TI",NA,"KBo 14.14 7'",40,"Bk. D","jh.","(79/g)","KUR UGU"
"KUR","UGU-TI",NA,"KBo 14.14 7'",40,"Bk. D","jh.","(79/g)","KUR UGU"
"br.","-T]I",NA,"KBo 22.12 IV 18",40,"T.I *","jh.","(14/p)","KUR UGU"
"URU","UGU-TI-ya",NA,"KUB 19.11 I 19'",40,"T.I *","jh.","(14/p)","KUR UGU"
"br.","-TI]M",NA,"KBo 22.54 Rs. 10'",215,"T.I","mh.?","(Bo 69/405)","KUR UGU"
"KUR URU","UGU-TI",NA,"KBo 16.83 III 5",245,"Bk. A","jh.","(312/a)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 19.56 I 4'",81,"T.I","jh.","(1119/v)","KUR UGU"
"KUR","UGU-TI",NA,"KBo 14.3 III 23'",40,"Bk. A","sjh.","(1651/c)","KUR UGU"
"KUR URU","UGU-TI",NA,"KUB 19.10 I 8'",40,"T.I","jh.","(710/v)","KUR UGU"
"br.","<U+2E22>_E-LI-TE<U+2E23>",NA,"KUB 21.12 III 1'",85,"T.I","jh.","(1380/u)","KUR UGU"
"KUR URU","UGU",NA,"KBo 4.4 II 16",61,"T.I","jh.","(947/u)","KUR UGU"
"KUR","UGU",NA,"KBo 71.39 6’",214,"Bk.","jh.","(Bo 2018/2)","KUR UGU"
"KUR","UGU-TI-ya-mu",NA,"KUB 1.2 I 24",81,"<U+1E2A>attuša","jh.","(Bo 2032)","KUR UGU"
"KUR URU","UGU-TI",NA,"KUB 1.9 III 10'",81,"<U+1E2A>attuša","jh.","(Bo 3894)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 2.1 VI 7",682,"<U+1E2A>attuša","sjh.","(VAT 7485)","KUR UGU"
"KUR","UGU-TIM",NA,"KUB 14.16 I 26'",61,"T.I *","jh.","(Bo 2458)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 19.23 Vs. 15",192,"<U+1E2A>attuša","jh.","(Bo 2350)","KUR UGU"
"KUR","UGU-TIM",NA,"KUB 21.17 I 5",86,"<U+1E2A>attuša","jh.","(Bo 2454)","KUR UGU"
"KUR","UGU-TI",NA,"KUB 21.17 I 6",86,"<U+1E2A>attuša","jh.","(Bo 2454)","KUR UGU"
"KUR","UGU",NA,"KBo 3.4 III 69'",61,"<U+1E2A>attuša","jh.","(Bo 8245)","KUR UGU"
"KUR","UGU",NA,"KBo 3.4 III 70'",61,"<U+1E2A>attuša","jh.","(Bo 8245)","KUR UGU"
"br.","-T]I",NA,"KBo 3.4 IV 16'",61,"<U+1E2A>attuša","jh.","(Bo 8245)","KUR UGU"
"[KUR.KURM]EŠ","UGU-TI",NA,"KBo 6.28 Vs. 11",88,"T.I *","jh.","(Bo 1416)","KUR UGU"
"KUR","UG[U",NA,"KUB 36.90 Rs. 36’",386,"<U+1E2A>attuša","sjh.","(Bo 925)","KUR UGU"
"[UR]U","UGU-kán",NA,"KUB 50.104 11'",572,"<U+1E2A>attuša","jh.","(Bo 5332)","KUR UGU"
"KUR","UGU",NA,"KUB 52.86 12'",582,"<U+1E2A>attuša","jh.","(Bo 7369)","KUR UGU"
"KUR","_ŠAP-LI-TI",NA,"KUB 1.1 I 76",81,"T.I","jh.","(1304/u)","KUR _ŠAPLITI"
"KUR URU","_ŠAP-LI-TI",NA,"Bo 86/299 III 40",106,"Oberstadt","sjh.","(Bo 86/299)","KUR _ŠAPLITI"
"KUR URU","GAM",NA,"KBo 4.14 IV 57'",123,"<U+1E2A>attuša","sjh.","(VAT 13049)","KUR _ŠAPLITI"
"br.","_Š]AP-LI-TI",NA,"KBo 14.42 Vs. 13'",40,"Bk. A","jh.","(228/q)","KUR _ŠAPLITI"
"KUR URU","_ŠAP-LI-TI",NA,"KUB 2.11 8'",81,"T.I","jh.","(1119/v)","KUR _ŠAPLITI"
"KUR","_ŠAP-LI-TI",NA,"KBo 39.56 4'",576,"Bk. A","jh.","(416/b)","KUR _ŠAPLITI"
"KUR URU","_ŠAP-LI-T[I",NA,"KBo 40.56 Rs.? 6'",577,"Bk. A","sjh.","(432/c)","KUR _ŠAPLITI"
"—","_ŠAP",NA,"KBo 41.127 Vs. 8'",562,"Bk. E","jh.","(2147/c)","KUR _ŠAPLITI"
"KUR URU","GAM-TI",NA,"KBo 41.210 Vs. 6'",581,"Bk. E","jh.","(2275/c)","KUR _ŠAPLITI"
"K]UR","kat-ti-ir-ri-ya",NA,"KUB 26.9 I 6",257,"T.I","jh.","(Bo 69/1256)","KUR _ŠAPLITI"
"KUR","_ŠAP-LI-TI",NA,"KUB 6.45 II 40",381,"T.I","jh.","(844/v)","KUR _ŠAPLITI"
"KUR","_ŠAP",NA,"KUB 6.46 III 8",381,"<U+1E2A>attuša","jh.","(VAT 7512)","KUR _ŠAPLITI"
"br.","_Š]AP-LI-TI",NA,"KUB 14.16 I 23'",61,"T.I *","jh.","(Bo 2458)","KUR _ŠAPLITI"
"KUR","_ŠAP-LI-TI",NA,"KUB 19.22 4'",40,"<U+1E2A>attuša","sjh.","(Bo 3601)","KUR _ŠAPLITI"
"br.","_Š]AP-LI-TI",NA,"KUB 19.23 Rs. 1'",192,"<U+1E2A>attuša","jh.","(Bo 2350)","KUR _ŠAPLITI"
"KUR<U+1E2A>I.A","_ŠAP-LI-ma",NA,"KUB 19.23 Rs. 19'",192,"<U+1E2A>attuša","jh.","(Bo 2350)","KUR _ŠAPLITI"
"KUR.KURMEŠ","_Š[AP-",NA,"KUB 19.29 Rs. 11",61,"<U+1E2A>attuša","sjh.","(Bo 3032)","KUR _ŠAPLITI"
"KUR","_ŠAP-LI-TI",NA,"KUB 21.6a Rs.? 13'",82,"<U+1E2A>attuša","jh.","(Bo 3093)","KUR _ŠAPLITI"
"KUR","_ŠAP-LI-TI",NA,"KUB 23.59 lk. Kol. 13'",211,"<U+1E2A>attuša","jh.","(Bo 795)","KUR _ŠAPLITI"
"[K]UR URU","_ŠAP-LI-TI",NA,"KBo 6.28 Vs. 8",88,"T.I *","jh.","(Bo 1416)","KUR _ŠAPLITI"
"[KU]R URU","_ŠAP-LI-TI",NA,"KUB 31.18 9'",211,"<U+1E2A>attuša","jh.","(Bo 5258)","KUR _ŠAPLITI"
"KUR","_ŠAP-LI-TI",NA,"KUB 36.90 Rs. 37’",386,"<U+1E2A>attuša","sjh.","(Bo 925)","KUR _ŠAPLITI"
"KUR","NÍG.GUL-u-wa-ma-aš-ši",NA,"KUB 49.103 Vs. 11'",570,"<U+1E2A>attuša","sjh.","(Bo 5229)","NÍG.GUL-uwa"
"br.","]-x-at?-ra?-aš","KUR-e?","CHDS 2.116 9’",832,"<U+1E2A>attuša","jh.","(Bo 9668)","]atra (?)"
"KUR URU","-[n]a-at",NA,"KBo 31.92 8'",370,"Bk. C","mh.","(46/f)","]nat (?)"
"KUR URU","]-<U+2E22>zu<U+2E23>-wa-x-ru",NA,"KUB 40.96 III? 6' + KUB 60.1 6'",245,"<U+1E2A>attuša","jh.","(Bo 1016)","]zuwa-x-ru"
"<U+1E2A>UR.SAG","a-[",NA,"ABoT 2.103 Vs. 2'",500,"<U+1E2A>attuša","jh.","(AnAr 10313)","A["
"URU","a-x[",NA,"KBo 12.14 Vs. 5",14,"HaH","jh.","(309/t)","A["
"URU","a-[",NA,"KUB 14.1 Rs. 91",147,"T.I","mh.","(603/u)","A["
"URU","a-[",NA,"KUB 30.68 Vs. 1'",278,"Bk. A","mh.","(363/b)","A["
"URU","a-[",NA,"KBo 40.249 Vs. 9'",832,"Bk. A","k.A.","(361/c)","A["
"URU","a-x[",NA,"KBo 50.33 Rs. 2",61,"Bk.","jh.","(1311/v)","A["
"<U+1E2A>UR.SAG","a-x[",NA,"KBo 53.74 8'",348,"T.I","jh.","(1721/u)","A["
"<U+1E2A>UR.SAG","a-d[a?",NA,"KBo 53.216 I 30'",699,"T.I","jh.","(1744/u)","A["
"URU","<U+2E22>a<U+2E23>-[",NA,"KBo 54.278 Vs. 1'",222,"T.I","ah.?","(126/v)","A["
"URU","a-[",NA,"KBo 56.267 2'",832,"HaH","jh.","(35/u)","A["
"URU","a?-[",NA,"KBo 60.135 4'",670,"T.I","k.A.","(1223/z)","A["
"KUR URU","a-x[",NA,"KUB 26.54 14'",237,"<U+1E2A>attuša","sjh.","(Bo 505)","A["
"URU","a-[",NA,"KUB 28.7 Vs. 4b",736,"<U+1E2A>attuša","sjh.","(Bo 429)","A["
"URU","a-[",NA,"KUB 34.29 III 12'",40,"Bk. A","jh.","(63/a)","A["
"<U+1E2A>UR.SAG","a-x[",NA,"KUB 40.2 Rs. 6",641,"<U+1E2A>attuša","jh.","(Bo 4889)","A["
"URU","a-[",NA,"KUB 42.66 Rs. 6'",243,"<U+1E2A>attuša","jh.","(Bo 939)","A["
"URU","a-[",NA,"KUB 59.10 V? 2",625,"<U+1E2A>attuša","jh.","(Bo 3132)","A["
"KUR URU","a-x-<U+1E2B>u-la-na",NA,"KUB 26.43 Vs. 31",225,"T.I","jh.","(Bo 68/24)","A[ ]<U+1E2B>ulana"
"br.","-<U+1E2B>]i-ya-u-wa-ya-aš-ši",NA,"KUB 23.1 IV 23",105,"T.I","sjh.","(670/v)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-u-wa-ya",NA,"KUB 23.1 IV 3",105,"T.I","sjh.","(670/v)","A<U+1E2B><U+1E2B>iyawa"
"br.","-<U+1E2B>]i-ia-u-wa-za(-)",NA,"Bo 6157 1'",241,"<U+1E2A>attuša","jh.","(Bo 6157)","A<U+1E2B><U+1E2B>iyawa"
"—","a<U+1E2B>!-<U+1E2B>i-ya-wa-a-ma-mu",NA,"KBo 2.11 Rs. 11'",209,"Bk. E *","jh.","(Bo 13)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a<U+1E2B>-<U+1E2B>i-ya-wa",NA,"KBo 16.22 Vs. 3",214,"Bk. H","jh.","(579/d)","A<U+1E2B><U+1E2B>iyawa"
"URU","a<U+1E2B>-<U+1E2B>i-ya",NA,"KBo 16.97 Vs. 38",571,"Bk. A","mh.","(396/c)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ú-w[a",NA,"KUB 14.15 I 24'",61,"T.I","jh.","(897/v)","A<U+1E2B><U+1E2B>iyawa"
"br.","]-ú-wa-a",NA,"KUB 14.15 III 57'",61,"T.I","jh.","(897/v)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-u-wa-wa",NA,"KBo 18.135 Vs. 9'",209,"Bk. D","jh.","(279/i)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-u-wa-a",NA,"KBo 18.181 Rd. 33'",245,"Bk. B","jh.","(167/d)","A<U+1E2B><U+1E2B>iyawa"
"URU","a-a[<U+1E2B>- -y]a-a",NA,"KUB 14.1 Vs. 1",147,"T.I","mh.","(603/u)","A<U+1E2B><U+1E2B>iyawa"
"[U]RU","a-a<U+1E2B>-<U+1E2B>i-ya-a",NA,"KUB 14.1 Vs. 60",147,"T.I","mh.","(603/u)","A<U+1E2B><U+1E2B>iyawa"
"br.","a]<U+1E2B>-<U+1E2B>i-ya-u-wa",NA,"KBo 19.83 Vs.? 5''",214,"T.I","sjh.","(691/u)","A<U+1E2B><U+1E2B>iyawa"
"[KU]R?","a<U+1E2B>-<U+1E2B>i-ya-w[a",NA,"KBo 48.22 1'",572,"Unterstadt","sjh.","(130/h)","A<U+1E2B><U+1E2B>iyawa"
"URU","a<U+1E2B>-<U+1E2B>i-ya-wa-kán",NA,"KUB 5.6 II 57'",570,"T.I","jh.","(1593/u)","A<U+1E2B><U+1E2B>iyawa"
"URU","a<U+1E2B>-<U+1E2B>i-ya-wa-a-ya-kán",NA,"KUB 5.6 II 60'",570,"T.I","jh.","(1593/u)","A<U+1E2B><U+1E2B>iyawa"
"br.","-<U+1E2B>]i-ya-u-w[a",NA,"KBo 57.286 6'",832,"T.I","jh.","(711/v)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-w[a",NA,"KUB 18.58 II 1'",572,"<U+1E2A>attuša","sjh.","(Bo 549)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a<U+1E2B>-<U+1E2B>i-ya-w[a",NA,"KUB 14.2 Rs.? 5",214,"<U+1E2A>attuša","jh.","(Bo 1251)","A<U+1E2B><U+1E2B>iyawa"
"br.","-<U+1E2B>]i-ya-wa-a",NA,"KUB 14.3 II 36",181,"<U+1E2A>attuša","jh.","(VAT 6692)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a<U+1E2B>-<U+1E2B>i-ya-wa-a",NA,"KUB 14.3 II 69",181,"<U+1E2A>attuša","jh.","(VAT 6692)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-wa-a",NA,"KUB 14.3 III 67'",181,"<U+1E2A>attuša","jh.","(VAT 6692)","A<U+1E2B><U+1E2B>iyawa"
"br.","a]<U+1E2B>-<U+1E2B>i-ya-wa-ma",NA,"KUB 21.34 Vs. 1",214,"<U+1E2A>attuša","sjh.","(Bo 5531)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-wa-pát?",NA,"KUB 22.56 Vs. 15'",570,"<U+1E2A>attuša","jh.","(Bo 4978)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-[<U+1E2B>]i-ya-u[",NA,"CHDS 2.139 6'",211,"<U+1E2A>attuša","jh.","(Bo 2748)","A<U+1E2B><U+1E2B>iyawa"
"br.","-<U+1E2B>]i-ya-u-wa",NA,"KUB 23.95 5'",209,"<U+1E2A>attuša","jh.","(Bo 5356)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a[<U+1E2B>-",NA,"KUB 23.98 8' (?)",209,"<U+1E2A>attuša","jh.","(Bo 6488)","A<U+1E2B><U+1E2B>iyawa"
"[KU]R","a<U+1E2B>-<U+1E2B>i-ya-wa-a",NA,"KUB 23.125 III 6'",61,"<U+1E2A>attuša","jh.","(Bo 8245)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a<U+1E2B>-<U+1E2B>i-[",NA,"KUB 26.76 II 11'",214,"<U+1E2A>attuša","jh.","(Bo 6486)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a<U+1E2B>-<U+1E2B>i-ya-[",NA,"KUB 26.76 III 13'",214,"<U+1E2A>attuša","jh.","(Bo 6486)","A<U+1E2B><U+1E2B>iyawa"
"[K]UR","a<U+1E2B>-<U+1E2B>i-ya-w[a",NA,"KUB 26.91 Vs. 1",183,"<U+1E2A>attuša","jh.","(Bo 1485)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-[",NA,"KUB 26.91 Vs. 12",183,"<U+1E2A>attuša","jh.","(Bo 1485)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a<U+1E2B>-<U+1E2B>i-ya-wa-a",NA,"KUB 31.29 6'",214,"<U+1E2A>attuša","sjh.","(Bo 5316)","A<U+1E2B><U+1E2B>iyawa"
"KUR","a<U+1E2B>-<U+1E2B>i-ya-wa[",NA,"KUB 31.30 2'",214,"Bk. E","jh.","(2168/c)","A<U+1E2B><U+1E2B>iyawa"
"KUR URU","a-i-la-nu-wa",NA,"KUB 36.67 III 14'",362,"T.I","jh.","(1622/u)","Aylanuwa"
"br.","]-nu-wa",NA,"ABoT 2.19 III 5'",362,"T.I","jh.","(1622/u)","Aylanuwa"
"URU","a-i-la-nu-wa",NA,"KUB 17.9 I 23",362,"<U+1E2A>attuša","sjh.","(Bo 631)","Aylanuwa"
"br.","a]g-ga-da","","Bo 3943 IV 1'",832,"<U+1E2A>attuša","jh.","(Bo 3943)","Agade"
"URU","ak-ka-di-i","","KBo 1.10 Rs. 27",172,"Bk. *","k.A.","(Bo 1802)","Agade"
"KUR","URI","","KBo 2.19 Rs. 10'",533,"Bk. E *","jh.","(Bo 21)","Agade"
"br.","-d]u-um-na-aš","","KBo 3.9 I 1'",310,"<U+1E2A>attuša","jh.","(Bo 2400)","Agade"
"URU","a-ga-dè","","KBo 3.13 Rs. 11'",311,"<U+1E2A>attuša","jh.","(VAT 13009)","Agade"
"KUR","a-ga-dè","KI-aš","KBo 3.17 Vs. 5'",311,"<U+1E2A>attuša","sjh.","(Bo 3060)","Agade"
"URU","a-ga-dè","","KBo 8.47 3'",532,"Bk. M","jh.","(179/m)","Agade"
"URU","a-ga-dè-aš","","KBo 12.2 Vs. 2'",832,"HaH","jh.","(3/s)","Agade"
"KUR","ak-ka4-d[u","","KBo 18.48 Rs. 2'",186,"Bk.","sjh.","(59/g)","Agade"
"br.","]-ga-dè","KI","KBo 19.98c 8'",819,"T.I","mh.","(1202/z)","Agade"
"—","a-ga-dè","KI","KBo 19.98c 9'",819,"T.I","mh.","(1202/z)","Agade"
"URU","a-g[a]-dè","","KBo 22.6 IV 10'",310,"T.I","jh.","(Bo 68/28)","Agade"
"URU","a-ga-dè","","KBo 22.6 IV 15'",310,"T.I","jh.","(Bo 68/28)","Agade"
"URU","-g]a-dè-aš","","KBo 22.6 IV 27'",310,"T.I","jh.","(Bo 68/28)","Agade"
"br.","-g]a-dè","","KBo 22.85 9'",311,"T.I","jh.","(Bo 69/699)","Agade"
"URU","ag-ga-ta","","KUB 36.67 II 12'",362,"T.I","jh.","(1622/u)","Agade"
"br.","ag-ga-ta","","KUB 36.67 II 13'",362,"T.I","jh.","(1622/u)","Agade"
"URU","a-ga-ti-x[","","KBo 27.108 III 53'",392,"HaH","sjh.","(266/s)","Agade"
"URU","a-i-ya-ak-ka4!-az","","KBo 15.29 III 12'",481,"Bk. A","jh.","(146/a)","Agade"
"—","a-ga-dè","","KBo 34.110 Vs. 18",532,"Bk. D","jh.","(833/f)","Agade"
"URU","a-g[a-","","KUB 8.4 13'",532,"<U+1E2A>attuša","mh.?","(Bo 509)","Agade"
"KUR URU","ak-[","","KUB 8.6 Vs. 15",533,"<U+1E2A>attuša","jh.","(Bo 530)","Agade"
"KUR URU","a-ag-[","","KUB 8.6 Vs. 17",533,"<U+1E2A>attuša","jh.","(Bo 530)","Agade"
"KUR URU","ak-[","","KUB 8.17 II 3'",534,"<U+1E2A>attuša","mh.","(Bo 715)","Agade"
"—","URI","KI","KUB 8.20 II 3''",534,"<U+1E2A>attuša","mh.","(Bo 1319)","Agade"
"[UR]U","ag-ga-ti-i","","KUB 8.21 10'",534,"<U+1E2A>attuša","jh.","(Bo 9150)","Agade"
"[K]UR","ag-ga-tu-<U+1E2B>é-da","","KUB 8.31 Vs. 7'",774,"<U+1E2A>attuša","jh.","(Bo 3453)","Agade"
"URU","a-ag-ga-dè","","KUB 17.9 I 11",362,"<U+1E2A>attuša","sjh.","(Bo 631)","Agade"
"[UR]U","ag-ga-dè","","KUB 17.9 I 15",362,"<U+1E2A>attuša","sjh.","(Bo 631)","Agade"
"URU","a-ag-ga-ta-az-za","","KUB 17.9 I 31",362,"<U+1E2A>attuša","sjh.","(Bo 631)","Agade"
"br.","]-ka-ta-az-za","","KUB 17.9 I 7",362,"<U+1E2A>attuša","sjh.","(Bo 631)","Agade"
"URU","a-ag-ga-ta-az","","KUB 29.4 III 43",481,"Bk. A","jh.","(1779/c)","Agade"
"KUR","a-ga-ti","","KUB 29.11 II 15",533,"Bk. C","jh.","(531/f)","Agade"
"—","URI","KI","KBo 36.48 I 15",533,"Bk. C","jh.","(531/f)","Agade"
"—","URI-ma","","KBo 36.48 I 17",533,"Bk. C","jh.","(531/f)","Agade"
"URU","a-ak-ka-te-ne-w[ee","","KUB 31.3 Rs. 8'",775,"<U+1E2A>attuša","mh.","(Bo 4178)","Agade"
"URU","a-ag-ga-da-a-<U+1E2B>i","","KUB 45.41 III 3'",786,"<U+1E2A>attuša","jh.","(Bo 3022)","Agade"
"KUR","al?-x[",NA,"DBH 43/2.84 4'",670,"<U+1E2A>attuša","k.A.","(Bo 8374)","Al[ (?)"
"—","a-la-la-a<U+1E2B>-<U+1E2B>i-ni[",NA,"DAAM 1.11 Vs. 4'",791,"Kayalipinar","mh.","(Kp 05/226)","Alala<U+1E2B>"
"URU","a-la-al-<U+1E2B>a-a[z",NA,"KBo 2.9 I 3'",716,"Bk. E *","sjh.","(Bo 12)","Alala<U+1E2B>"
"URU","al-a<U+1E2B>-<U+1E2B>a",NA,"KBo 10.1 Vs. 30",4,"Bk. K","jh.","(174/p)","Alala<U+1E2B>"
"URU","al-a<U+1E2B>-<U+1E2B>a",NA,"KBo 10.1 Vs. 30",4,"Bk. K","jh.","(174/p)","Alala<U+1E2B>"
"URU","al-<U+1E2B>a-al-<U+1E2B>a",NA,"KBo 10.1 Vs. 6",4,"Bk. K","jh.","(174/p)","Alala<U+1E2B>"
"URU","a-la-al-<U+1E2B>a",NA,"KBo 10.2 I 15",4,"Bk. K","jh.","(202/p)","Alala<U+1E2B>"
"KUR URU","a-la-la-a<U+1E2B>",NA,"KUB 3.16 Vs. 22",135,"T.I","mh.","(71/w)","Alala<U+1E2B>"
"br.","-l]a-al-<U+1E2B>a-az",NA,"KBo 35.170 5'",716,"T.I","jh.","(228/u)","Alala<U+1E2B>"
"br.","]x-al-<U+1E2B>a",NA,"KBo 43.245 Vs. 5'",832,"Bk. H","jh.","(606/d)","Alala<U+1E2B>"
"KUR URU","a-la-la-a<U+1E2B>",NA,"KBo 52.91 1'",500,"T.I","jh.","(1205/u)","Alala<U+1E2B>"
"URU","a-la-la-a<U+1E2B>",NA,"KUB 45.3 IV 26'",701,"T.I","mh.","(597/v)","Alala<U+1E2B>"
"KUR URU","a-la-al-<U+1E2B>a",NA,"KUB 15.34 I 54",483,"<U+1E2A>attuša","mh.","(Bo 3720)","Alala<U+1E2B>"
"URU","a-la-la-<U+1E2B>a-a-za",NA,"KUB 36.125 5'",215,"<U+1E2A>attuša","jh.","(VAT 8313)","Alala<U+1E2B>"
"URU","a-la-al-[",NA,"KUB 60.52 7",577,"<U+1E2A>attuša","jh.","(Bo 1347)","Alala<U+1E2B>"
"URU","a-la-ši-ya",NA,"KUB 1.1 III 28",81,"T.I","jh.","(1304/u)","Alašiya"
"URU","a-la-ši-ya",NA,"1513/u I 25",81,"T.I","sjh.","(1513/u)","Alašiya"
"URU","a-la-ši-ya",NA,"IBoT 1.31 Vs. 4",241,"<U+1E2A>attuša","jh.","(Bo 10402)","Alašiya"
"KUR","a-[",NA,"KBo 1.26 2'",216,"<U+1E2A>attuša","k.A.","(VAT 6184)","Alašiya"
"KUR","a-la-ši-ya",NA,"KBo 1.26 3'",216,"<U+1E2A>attuša","k.A.","(VAT 6184)","Alašiya"
"URU","a-la-ši-y[a-",NA,"KBo 2.9 I 7'",716,"Bk. E *","sjh.","(Bo 12)","Alašiya"
"KUR","a-la-ši-ya",NA,"KBo 12.38 I 10'",121,"HaH","sjh.","(548/t)","Alašiya"
"KUR","a-la-ši-ya-an-ma-za-kán",NA,"KBo 12.38 I 7'",121,"HaH","sjh.","(548/t)","Alašiya"
"KUR","a-la-ši-ya",NA,"KBo 12.38 III 12'",121,"HaH","sjh.","(548/t)","Alašiya"
"KUR","a-la-ši-ya",NA,"KBo 12.38 III 5'",121,"HaH","sjh.","(548/t)","Alašiya"
"br.","a-la-š[i-",NA,"KBo 12.39 Rs.! 1'",141,"HaH","sjh.","(443/t)","Alašiya"
"KUR URU","a-la-ši-ya",NA,"KBo 12.39 Rs.! 7'",141,"HaH","sjh.","(443/t)","Alašiya"
"[KU]R URU","a-la-ši-ya",NA,"KBo 12.39 Vs.! 11'",141,"HaH","sjh.","(443/t)","Alašiya"
"URU","a-la-ši-ya",NA,"KBo 18.175 I 5'",241,"Bk. D","jh.","(105/cA)","Alašiya"
"[U]RU","a-la-ši-ya-wa",NA,"KUB 14.1 Rs. 85",147,"T.I","mh.","(603/u)","Alašiya"
"KUR URU","a-la-ši-ya-wa",NA,"KUB 14.1 Rs. 86",147,"T.I","mh.","(603/u)","Alašiya"
"KUR URU","a-la-ši-ya",NA,"KUB 14.1 Rs. 88",147,"T.I","mh.","(603/u)","Alašiya"
"KUR URU","a-la-ši-ya",NA,"KUB 14.1 Rs. 88",147,"T.I","mh.","(603/u)","Alašiya"
"KUR","a-la-ši-ya-a[z",NA,"KBo 32.226 Vs. 2",582,"T.XIX","jh.","(Bo 85/114)","Alašiya"
"URU","a-la-ši-ya-az",NA,"KUB 9.33 Vs. 16'",413,"T.I","jh.","(1090/u)","Alašiya"
"KUR URU","a-la-ši-ya",NA,"KUB 14.14 Vs. 20",378,"T.I","jh.","(1858/u)","Alašiya"
"URU","a-la-ši-ya-az",NA,"KBo 4.1 Vs. 39",413,"T.I","jh.","(1177/v)","Alašiya"
"KUR URU","a-la-ši-ya-az",NA,"KUB 2.2 I 48'",413,"<U+1E2A>attuša","jh.","(Bo 2030)","Alašiya"
