"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
